Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveller Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Disappointing experience in a beautiful location,"We arrived at the hotel 10 minutes before check-in opened, after a 2 hour queue at the airport. Upon arriving at the hotel, we were advised to take a seat and wait until check-in opened. As soon as we sat down, a coach full of guests turned up and began to fill the lobby waiting to check-in. What we were not told initially was that the system was down and each check-in would take 10-15 minutes for the staff to do manually. This meant we had to wait for over an hour, whilst only two members of staff checked all of the guests in. There was no queueing system in place, and various people jumped the queue causing a lot of disruption in the lobby which was not handled by staff.

After we had finally checked in, we took the lift to our room and read a notice about scheduled maintenance on the check-in system. My partner and I have worked in IT for over 15 years, and there is a difference between an unexpected system outage and planned maintenance. Considering this was planned maintenance, there should have been more preparation and measures put in place to handle the volume of guests and speed of check-in. We missed a lunch reservation due to the check-in delays which was very disappointing considering this was our first visit to Tromsø.

We requested a double/king bed well in advance but were given a twin room with two single beds. When speaking to the reception staff, they advised we had to push them together ourselves and were not able to get a double duvet. We requested a double duvet from the housekeeping staff but were redirected back to reception. We did eventually get a double duvet after speaking with reception for a second time but this added to our frustrations.","Location of the hotel provided beautiful views from the room when booking the sea view. Breakfast had a great variety of both buffet and menu options, catered for various dietary requirements and was well staffed.",4.0,February 2023,4 March 2023,Superior Room with Sea View,3,Couple,8.3,1,1,0,1,1,1,1,1,1,0,0.0011420638793712315
Tromso is so beautiful with lots to explore and do.,"the single beds were very narrow, bedding felt bit sparse and although a superior room, the room was on the small size.",The view from room and location outstanding as was the breakfast buffet.,7.0,February 2022,17 February 2022,Superior Room with Sea View,7,Couple,8.3,1,1,0,1,0,0,1,0,1,0,0.0011372994956482642
"Excellent hotel with a good vibe, great sauna and breakfast and epic window views",Maybe the heather of the room kept some hiss/noise (not too bad but noticeably),"Sauna, breakfast, the bed, the epic views from windows, room was cozy",10.0,December 2021,4 January 2022,Small Room,1,Solo traveller,8.3,1,1,0,1,0,0,1,0,1,0,0.0011372994956482642
"Room small but clean, tidy and warm. Better be cheaper maybe?","Room’s shower area doesn’t have proper facility to prevent water from splitting around at the toilet entrance, making toilet floor wet for long time.","Warm and clean. Top location for tourist because it is surrounded by lots of travel agency. Nice breakfast, many options.",9.0,February 2024,13 February 2024,Small Room,3,Couple,8.3,1,1,0,1,0,0,1,0,1,0,0.001137299495648264
Very good,"Compared to the price, we've been in more spacious and more comfortable rooms ... We only stayed one night, so it was completely fine. But if we had stayed longer, at least some drawers or a closet for clothes would be great and more possibilities in the bathroom to put your stuff into/onto.","Nice view from the room over the harbour, the sea and the mountains! The beds were really comfortable. Great breakfast buffet!",8.0,September 2022,23 September 2022,Standard Room with Sea View,1,Couple,8.3,1,1,0,1,0,0,1,0,1,0,0.001137299495648264
good breakfast but the rest of the stay was a disappointment,"our room was extremely small. I didn’t expect a large spacious room but I also didn’t expect a room as tiny as the one we got.
also the 3:00 mass check in was very frustrating as there was no order to the process of checking in a lobby full of people all wanting their room at once. 
the cost of early check in was also exorbitant.","by far the best thing was the breakfast. the breakfast room was inviting and clean with a large selection of breakfast items. 
also the location was very good being in the heart of town.",7.0,June 2023,13 June 2023,Small Room,1,Couple,8.3,1,1,0,1,0,0,1,0,1,0,0.001137299495648264
Excellent location,The room was very expensive for such a basic room.  There was nothing fancy; it was all very plain and functional. We booked a double bed but got 2 singles.  We asked for the mattresses to be moved or the beds put together but all that happened was the maid crossed the duvets.  We turned the mattresses sideways.  There was nowhere to go in the daytime for a cup of tea/coffee - no dining area open.,"The room was basic but functional. The breakfast was exceptional.  Definitely one of the best breakfasts I've had.  Freshly made bread, beautiful cakes and a large range of hot and cold options.  Great oaty cookies with the tea. The bathroom had no bath but was quite spacious.  The bed was very comfortable.  A nice entrance area where you could sit comfortably on sofas.  Great location, easy to walk to everywhere.  Great view over the water from the room.  We were quite disappointed with the room but the view partly made up for it.",7.0,June 2022,25 June 2022,Premium Room with Sea and Mountain View,4,Couple,8.3,1,1,1,0,0,0,1,0,1,0,0.0011321225644438456
Great location and facilities,"It was good to have a no-fuss left luggage room. However, it did seem a bit lax that I collected my luggage later in the day without the man on the desk seeming to even look up to see who was taking it.",I've become a fan of Radisson Blue. Great rooms. Great breakfast. WiFi worked well. Convenient location. I was charged 277 NOK for a taxi from the airport which seemed too much.,10.0,July 2023,12 July 2023,Standard Room,1,Couple,8.3,1,1,1,0,0,0,1,0,1,0,0.0011321225644438456
Great hotel for short stay.,"There was some dust here and there, even at reception. Expensive but that's Norway. Business hotel so lacks a bit of atmosphere.",Great location in the city center next to the harbour. Large rooms with comfortable beds with all the facilities you need. Breakfast is very good.,8.0,August 2022,31 August 2022,Standard Room with Sea View,1,Couple,8.3,1,1,1,0,0,0,1,0,1,0,0.0011321225644438456
Great location so/so amenities and comfort; Expensive for what you get.,"Check-in-- seemed understaffed, took a while
Room-- Bed was uncomfortable-- the pillow top did not make the mattress less hard.  It was painful for me as I'l a side/stomach sleeper.  
Air conditioner did not respond to thermostat settings.  We like it cool 18-19C.  The room got stuffy and overly warm at  times.  We opened a window but had to shut it due to noise from the street.
Value-- the rooms are very expensive for what you get.  This was one of the most expensive rooms we booked during our 3 week trip and did not meet the standards for comfort that we experienced in other hotels.","Room-- beautiful view, good size, clean
Facilities-- Nice lobby
Location-- central location with convenience for tour pickup
Staff-- good restaurant recommendation",6.0,November 2022,16 November 2022,Premium Room with Sea and Mountain View,2,Couple,8.3,1,1,1,1,1,1,1,0,1,0,0.0011316379376914833
Underwhelming,"- We were freezing in our room! This is a problem in the Artic especially when you return from an outdoor activity spent on -15 C and long for some warmth of the indoor. The staff's slow/no response only added to the frustration. 
- The overall experience at this business hotel lacked warmth, and despite mentioning my 50th birthday in the booking, a simple birthday note could have easily left a positive impression.","- Excellent breakfast
- central location 
- premium rooms have beautiful view of Tromsø",6.0,November 2023,17 November 2023,Premium Room with Sea and Mountain View,6,Couple,8.3,1,1,0,0,0,1,1,0,1,0,0.0011310689143421153
Disappointing and expensive,"on arrival had to wait hours to check-in (for some reason, not able to have the option to check-in earlier). At check-in time (3pm) our room was still not ready! After moaning, a more pleasant staff member offered us an upgraded room that was ready! Communication to book and obtain our preference to secure to single beds in our room was irritating (they could not guarantee 2 singles) unlike other hotels! Fir this reason, I cancelled the room and booked 2 single rooms - the price is an outrage! I believe I have not received the 100% refund for the 2 singles either ? The hotel states that this should be taken up with Booking.con ?","good location in Tromsø 
the rooms were clean and comfortable 
good breakfast",4.0,October 2022,28 October 2022,Small Room,2,Family,8.3,1,1,0,0,0,1,1,0,1,0,0.001131068914342115
Not conclusive,"Random services based on the staff's personal education, intelligence, hospitality  and personality. 
Depending on how lucky you are, you can get a decent service. If you don't get lucky, you get a completely robotic-like one. 

One aspect which is peculiar - the hotel organizes parties over the weekend and the parties are very noisy. We complained about not being able to sleep, since our room was a few floors above the party and we got a full refund for the night with the party.","Very central hotel. Very good breakfast. Clean room, well equipped. Liked the Nespresso in the room. 
Liked the fact that they respond to each complaint very well.",8.0,December 2022,4 December 2022,Superior Room,2,Family,8.3,1,1,0,0,0,1,1,0,1,0,0.001131068914342115
"Nice hotel, but plan well.","I did not like how the reservation went. I called the hotel and was put on a long hold, then I was told to call back again later. Excuse me, why can't the hotel call me? The room price was very high. Then I booked through Booking.com and got a better price than from the hotel itself. Then Booking.com suggested I book a taxi to the hotel at a price three times higher than what it should be. That's because we were 3 people, and Booking thought, that each one of us was going to take a separate taxi. - Huge mistake! The hotel staff could not understand me when I asked for bus transportation. It kept telling me to take a taxi after I clearly said that I wanted the bus. The rooms are too small. We were told that we were getting an upgrade when it was obvious that we couldn't fit in an 1-person room.",The breakfast was very good. The price was very reasonable. The hotel's location is perfect. The room was clean and had everything we needed.,9.0,January 2023,23 January 2023,Small Room,3,Couple,8.3,1,1,0,0,0,1,1,0,1,0,0.001131068914342115
"Enjoyed the stay, except for questionable service at the front desk.","The front desk could have helped us better. We were waiting for a while to check in while the only person at the desk was talking long on phone (the other man went up to take another man's luggage to his room - more on that below). Then we needed help with moving our luggage to the room. The front desk said they had no such service and pointed us to a luggage cart. However the very person ahead of us, who had minimal luggage, was told they would take his luggage to this room (maybe that man was in a hurry 'cause he dumped the luggage with the front desk man and then went out). That looked very bad to us. Desk service left a lot to be desired.","It was an excellent hotel. The room had a great view of the harbour, the Arctic Cathedral and Fjellheisen Tromsdalen. The breakfast was excellent.",9.0,August 2022,7 September 2022,Standard Room with Sea View,2,Couple,8.3,1,1,0,0,0,1,1,0,1,0,0.001131068914342115
