Review Title,Negative Reviews,Positive Reviews,Rating,Stay Date,Review Date,Room Type,Number of Nights,Traveler Type,Overall Average Rating,Room amenities - positive,Room amenities - negative,Hotel amenities - positive,Hotel amenities - negative,Staff - positive,Staff - negative,Food and beverages - positive,Food and beverages - negative,Location - positive,Location - negative,PageRank Score
Bad,"The fact that DRUGS WERE FPUMD IN MY ROOM!
NOT ACCEPTABLE.
The room was fithy dirty
headrest for jacuuzi was broken
The Microwave did not work
the jacuiziiii had to be cleaned by me with the soap clenser to be able to use it.
Security came and remived the drugs nothing was done after that.
What if my kids were to have actually camw to the hotel and found the drugs???????
what would be the outcome then?
This is wrong and I need action!",Honestly the Jacuuzi is why we rented a room.,1.0,December 2021,"December 22, 2021",King Romantic Suite with Jacuzzi,1,Family,6,1,1,0,0,0,0,0,0,0,0,0.0015851768481165557
was very beautiful,the room is excellent,very caring and clean,9.0,April 2022,"May 3, 2022",Queen Room,1,Solo traveler,6,1,1,0,0,0,0,0,0,0,0,0.0015851768481165557
Very Good,Room size was OkOk,Room was good and comfortable,8.0,July 2023,"July 14, 2023",Queen Room,1,Couple,6,1,1,0,0,0,0,0,0,0,0,0.0015851768481165557
Pleasant,The room wasn't as clean as I would prefer,The breakfast and hotel staff were excellent. The location excellent.,6.0,June 2023,"June 12, 2023",Double Room with Two Double Beds,3,Family,6,0,1,0,0,1,0,1,0,1,0,0.0015820721660056184
good,"they do not offer plates or utensils in room over night till restaurant will open in the morning
they ask for 150.00 Cd$ down payment and not written in the recite",Breakfast was good and tasty with nice varities and helpful chef .,7.0,June 2022,"June 25, 2022",King Room,1,Family,6,0,1,0,0,1,0,1,1,0,0,0.001577442328143725
Wonderful,"The bathroom vent was not so clean. The room windows go inside the restaurant, but not outside, that is why windows were always closed, and that is pretty dark even with the lights on",Breakfasts were good. The overall impression was good. The full service is also good enough,9.0,August 2023,"September 2, 2023",King Room,7,Couple,6,0,1,0,0,1,0,1,1,0,0,0.001577442328143725
Exceptional,"I walked up to the counter ,the girl said checking in, I replied no but do you have a room she was hesitating looked over at a gentleman that was working on something beside her and in her language talk to him turned to me in english and said no we don't have any rooms were booked. I was mad at the least went out to my car went on line booked a room then proceeded to go back in the girl was gone the gentleman was there and I looked at him and said I'm here for my  reservation  I booked online apparently I guess I looked like I couldn't of paid for this room and he knew I was mad how dare he. We like this hotel because of the location.next time I will go online in front of them and I will proceed to yell at any staff member that does this in the future at this hotel. The breakfast was good and I do plan on visiting this hotel again. Thanks",How big the room.,10.0,November 2023,"November 27, 2023",King Romantic Suite with Jacuzzi,1,Couple,6,1,1,0,0,0,1,0,1,0,1,0.0015650420133131928
I was staying with my 84 year old Mom on a mother daughter get away and it was a terrible facility.,"The heater was broken in the room, and there was no outside view. switched to new room, that had no hot water until the morning and there was no complimentary breakfast as the staff did not report to work that morning. There were no plastic bags for the dirty ice bucket. Also I leaned against a wall that I learned had wet paint on it and got paint all over the back of my jeans. There was a wet paint sign up but on another wall. 
It was one of the worst places I have ever stayed. It is completely disorganized and not staffed properly. I also was asked to pay when I arrived which is unusual. I feel I deserve a refund for my stay.",It was pretty clean and bed was comfortable.,2.0,March 2023,"March 21, 2023",King Room,1,Family,6,1,1,0,0,0,1,0,1,0,1,0.0015650420133131928
My stay was fairly good.,Non of the bed lights were working.,"The room was spacious, the bed was comfortable, but the bed lights weren't working. And the breakfast was good.",7.0,June 2024,"July 6, 2024",King Room,1,Couple,6,1,1,1,0,0,0,1,0,0,0,0.0015646585094755497
"For a quick trip, it was very comfortable, and safe.  I would stay there again.","The rooms were clean, but lacking on cleanliness on the less obvious things i.e. ledges on doors, frames around doors","Architecturely, a beautiful building.  Rooms on main floor.  They also had a delicious breakfast included.",9.0,March 2023,"March 25, 2023",Queen Room,1,Family,6,1,1,1,0,0,0,1,0,0,0,0.0015646585094755497
"For a quick trip, it was very comfortable, and safe.  I would stay there again.","The rooms were clean, but lacking on cleanliness on the less obvious things i.e. ledges on doors, frames around doors","Architecturely, a beautiful building.  Rooms on main floor.  They also had a delicious breakfast included.",9.0,March 2023,"March 25, 2023",Queen Room,1,Family,6,1,1,1,0,0,0,1,0,0,0,0.0015646585094755497
Housekeeping staff and the staff member who ran the breakfast was amazing!,Outside of the building needs some work and having our window in our room looking into the breakfast room was awful.,The hotel was clean and price very reasonable.,7.0,April 2023,"April 12, 2023",King Room,4,Family,6,1,1,0,1,0,0,0,1,0,0,0.001563359500801506
The most affordable hotel close to the airport. Very quiet and comfortable.,"The negative points are: 
 - The funeral home decor, very dark even if good quality; 
-Floors and carpets not properly vacuumed and clean. Lots of hairs and lint from previous guests; 
- light fixtures not working due to lack of maintenance.","Staff is super friendly and accommodating. The rooms are big and very comfortable. 
Comfortable mattress. 
Very quiet on the back of the building. Great sleep. 
Very close to Toronto Pearson airport without breaking the bank.",7.0,April 2023,"April 20, 2023",King Room,1,Solo traveler,6,1,1,1,0,1,0,0,0,0,0,0.0015449857727400196
Fair,"No breakfast available as indicated and when I brought it up to the attention of the front desk they said they would get back to me but never did.

The water in the shower was cold even when placed on max heat. The water in the sink was warm enough to be able to shave. 

There was a wedding that evening and it was noisy until about 1-2 am but it was quite after that.",The location near the airport; staff was friendly enough; the style and decor of the hotel; the affordable cost,5.0,September 2021,"September 10, 2021",Queen Room,1,Solo traveler,6,0,1,0,0,1,0,0,1,1,0,0.0015215813657451962
"average room, both rooms they tried to charge more then we were quoted by Priceline",older and the bathrooms in both rooms we stayed in had dusty doors and dirty frosted glass with streaks and stains which faced inside the bathroom,breakfast and friendly staff,6.0,June 2023,"June 16, 2023",King Room,1,Couple,6,0,1,0,0,1,0,1,0,0,0,0.0015183503620164471
did the job!,"The walls seemed a little thin, I was able to hear tv from other rooms.","The decor was quite nice, the staff were professional, and the free breakfast had plenty of good options.",8.0,June 2023,"June 6, 2023",King Room,1,Solo traveler,6,0,1,0,0,1,0,1,0,0,0,0.0015183503620164471
Met our needs well.,"Check in time was delayed by 1 hour & 15 minutes.  Told that hotel was very busy and housekeepers were not quite finished cleaning rooms.  

Foyer/ reception area had very limited seating for waiting. Need to have more than 1 person working at check in times, not fair to their workload or the guests coming in.

Need to provide another chair in the room besides the desk chair.","The complimentary breakfast was very tasty and had good variety of food choices 

All staff were very pleasant and helpful",8.0,August 2022,"August 10, 2022",Double Room with Two Double Beds,1,Couple,6,0,1,0,0,1,0,1,0,0,0,0.0015183503620164471
Not worth the $,"There was a leak in the ceiling. Was not informed of no outward window,was like a fishbowl looking into a dining room. 
Checkin was 3 pm, we arrived after 4 and still had to wait.
The kleenex and toilet paper was lowest quality I've ever seen. 
At 11 on the nose was calling to clear the room even though they were late letting us in. 
The ac did not work and was filthy, add to no outdoor window made the air stale and claustrophobic. 
The pillows were horrendous and when asked for additional was told none available. 
At almost $200, we expected at least the basics to be bearable. Disappointing.",The only real delightful part of our stay was a wonderful human named Billy with one eye and breakfast. Well done.,4.0,September 2022,"September 26, 2022",King Room,1,Family,6,0,1,0,0,1,0,1,0,0,0,0.0015183503620164471
Pleasant,"There was no view to the outside which was a little unexpected. Instead, the window in the room was heavily curtained and lead to a bus part of the hallway. I wish I had known that on the listing but was overall not a big deal.",The room was small but comfortable.  The check-in process was simple and the staff was very welcoming. The hotel was hosting a large event at the time but it was still quiet in the room which was much appreciated.,6.0,August 2021,"September 5, 2021",King Room,1,Couple,6,1,1,0,0,1,0,0,0,0,1,0.001509237686769356
I see no value in it to stay.,"Make rooms bigger and needs many new upgrades 
Remove garbage bin or at least cover them as part of hotel very customer first point of view when looking out the window. I ask to exchange room and I was expected to pay more in order to get the accommodation. Besides that receptionist needs to improve on handling the transaction without having to be occupied with a personal phone call.","The receptionist  and environment was not welcome
I left after checking in the room 
I couldn’t see my self being  in the hotel no more than 20mins. I feel custerfobic",5.0,October 2022,"October 12, 2022",Queen Room,1,Solo traveler,6,1,1,0,0,1,0,0,0,0,1,0.001509237686769356
Pleasant,"Noisy A/C, noisy room but we could live with that. They have events (conference, wedding) a few times during our stay, so parking lot was full a few times. Room was a little small, wardrobe was small. Bathroom could be better equipped.","Good location, close to the airport, free parking. A little mall was close to the accommodation. Room was clean and we got cleaning every day including new towels.",6.0,June 2022,"July 2, 2022",Queen Room,8,Couple,6,1,1,1,1,0,0,0,0,1,0,0.0015042146685375754
